"pk_population","pop_cod","country_pop","pk_species","kingdom","genus","species","subspecies","metapop","community","pk_init_info","init_info","init_info_en","publication","last_admin_check","most_recent_data","potentials","general_rem","pk_reason","reason","reason_en","justif_details","extinct_yr","extinct_yr_interval","pk_rescue","rescue","rescue_en","objectives","context_rem","pk_transloc","transloc","transloc_en","pk_altern","altern","altern_en","pk_reinfor","reinfor","reinfor_en","pk_clust","clust","clust_en","pk_separation","separation","separation_en","first_release","precision_first","last_release","precision_last","pk_phase","phase","phase_en","fk_multisite","fk_multi_sp","typ_rem","lat_pop","long_pop","lieu_dit","loc_rem","dist","pk_origin","origin","origin_en","pk_connex","connex","connex_en","isol_caus","pop_hab","pk_protec_first","protec_first","protec_first_en","pk_protec_last","protec_last","protec_last_en","pk_protec_csq","protec_csq","protec_csq_en","sit_rem","pk_legal_protect","legal_protect","legal_protect_en","pk_div_stag","div_stag","div_stag_en","pk_birth","birth","birth_en","pk_div_orig","div_orig","div_orig_en","biol_rem","pk_prep_hab","prep_hab","prep_hab_en","time_exsitu","pk_stage_change","stage_change","stage_change_en","pk_gen_prog","gen_prog","gen_prog_en","pk_increase","increase","increase_en","increase_meth","pk_env_conditioning","env_conditioning","env_conditioning_en","pk_sub_pops","sub_pops","sub_pops_en","pk_tech_det","tech_det","tech_det_en","pk_temp_spread","temp_spread","temp_spread_en","nb_releases","tot_nb","meth_rem","obs_max","pk_pop_abundance","pop_abundance","pop_abundance_en","pk_time_series","time_series","time_series_en","pk_founder_demo","founder_demo","founder_demo_en","pk_descend_demo","descend_demo","descend_demo_en","pk_pva","pva","pva_en","monit_rem","pk_founder_repro","founder_repro","founder_repro_en","pk_descend_repro","descend_repro","descend_repro_en","pk_dispersal","dispersal","dispersal_en","pk_ecosyst_csq","ecosyst_csq","ecosyst_csq_en","pk_ses_csq","ses_csq","ses_csq_en","det_csq","res_rem","pk_pop_eval","pop_eval","pop_eval_en","pk_experim_eval","experim_eval","experim_eval_en","pk_ecosyst_eval","ecosyst_eval","ecosyst_eval_en","pk_ses_eval","ses_eval","ses_eval_en","mortality","pk_user","firstname","lastname","date_creation","date_modif","geom_pop","pop_protected"
1280,"Marsquad-006","France",224,"Plantae","Marsilea","Marsilea quadrifolia","---","NA","NA",5,"Citation","Citation","false",2019,2019,"CEN Pays de la Loire",NULL,20,"Axé sur l'atténuation ","Mitigation-driven",NULL,NULL,NULL,30,"Non","No",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31,"N'est pas applicable","Not applicable",30,"Non","No",30,"Non","No",2019,"0",2019,"0",24,"Suivi post","Monitoring post-interventions",30,30,NULL,47.395856,-0.938451,"Sur une boire à quelques km en amont",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,"Oui","Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,"Bruno","Colas","2019-12-19 16:02:00","2020-06-04 03:07:00","0101000020E61000007BC03C64CA07EEBF73F6CE68ABB24740",False
961,"Crammari-001","France",336,"Plantae","Crambe","Crambe maritima","---",NULL,NULL,4,"Interrogation","Inquiry","false",2018,2015,NULL,NULL,19,"Axé sur la conservation","Conservation-driven",NULL,NULL,NULL,34,"Oui","Yes","Construction du Port 2000.
Sauvetage de la population vouée à destruction totale.",NULL,NULL,NULL,NULL,72,"CreDZO","Pop creation within extent of occurrence",NULL,NULL,NULL,30,"Non","No",30,"Non","No",2005,"0",2013,"0",24,"Suivi post","Monitoring post-interventions",30,30,NULL,49.467174,0.118115,"Grand Port Maritime du Havre",NULL,"5",34,"Oui","Yes",32,"Non probable","Unlikely","Destruction de la population d'origine.","Plage de galets",30,"Non","No",30,"Non","No",30,"Non","No",NULL,9,"National","National",34,"Oui","Yes",38,"Captif","Captivity",30,"Non","No",NULL,30,"Non","No","4 ans",34,"Oui","Yes",30,"Non","No",34,"Oui","Yes","Transplantation des pieds - Collecte des graines - Germination - Collecte pour semis in-situ",41,"Aucun","None",34,"Oui","Yes",62,"Assez détaillés","Fairly detailed",46,"Années","Years",3,NULL,NULL,NULL,34,"Oui","Yes",34,"Oui","Yes",34,"Oui","Yes",30,"Non","No",30,"Non","No",NULL,30,"Non","No",30,"Non","No",30,"Non","No",30,"Non","No",30,"Non","No",NULL,"Sur le plan expérimental : ne pas faire de plantations sur une plage en mouvement.",51,"Négatif","Negative",50,"Positif","Positive",53,"Neutre","Neutral",53,"Neutre","Neutral","Avancée successive de la plage de galets => ensevelissement des pieds.",6,"Anaël","Mayeur","2019-01-21 13:40:00","2019-05-29 15:23:00","0101000020E610000022C32ADEC83CBE3F50C58D5BCCBB4840",False
1281,"Cephrubr-001","France",480,"Plantae","Cephalanthera","Cephalanthera rubra","---","NA","NA",5,"Citation","Citation","true",NULL,2018,NULL,NULL,19,"Axé sur la conservation","Conservation-driven",NULL,"NA","NA",34,"Oui","Yes",NULL,NULL,66,"Renforcement","Reinforcement",70,"Renforcement","Reinforcement",76,"Dans autre(s) population(s)","Other population(s)",30,"Non","No",30,"Non","No",2012,"1",2013,"1",24,"Suivi post","Monitoring post-interventions",30,30,NULL,45.0139,3.886,"Bois des Gorges du Lion",NULL,"0",30,"Non","No",33,"Probable","Likely",NULL,"Pinède hêtraie chênaie acidicline du Carpinion betuli",30,"Non","No",34,"Oui","Yes",34,"Oui","Yes",NULL,8,"Régional","Regional",30,"Non","No",39,"Nature","Nature",30,"Non","No",NULL,30,"Non","No","A few hours",30,"Non","No",30,"Non","No",30,"Non","No",NULL,41,"Aucun","None",34,"Oui","Yes",61,"Très détaillés","Very detailed",45,"Mois","Months",3,"64",NULL,6,34,"Oui","Yes",34,"Oui","Yes",34,"Oui","Yes",30,"Non","No",30,"Non","No",NULL,31,"N'est pas applicable","Not applicable",31,"N'est pas applicable","Not applicable",30,"Non","No",30,"Non","No",30,"Non","No",NULL,NULL,51,"Négatif","Negative",50,"Positif","Positive",52,"Non exprimé","Not expressed",52,"Non exprimé","Not expressed","Les individus n'ont pas réussi à refaire l'interaction avec les arbres.",16,"Margaux","Julien","2019-12-30 09:33:00","2020-01-14 13:36:00","0101000020E61000004A0C022B87160F400BB5A679C7814640",False
950,"Anchcris-010","France",27,"Plantae","Anchusa","Anchusa crispa","---","NA","NA",5,"Citation","Citation","true",2019,2019,"CBN Corse",NULL,20,"Axé sur l'atténuation ","Mitigation-driven","bc-00-01-66: ""All institutions [of the Care-Mediflora project] 
 jointly worked to address both short-term and long-term needs for
 the insular endangered plants, including: 1) in situ conservation
 through active management actions, in particular translocations [...]""","NA","NA",30,"Non","No",NULL,"bc-00-01-48 : ""threatened by numerous human impacts linked in particular to the tourist activities"". Direct causes='Problematic competitor' ; Underlying factors='Human intrusions and distubance'.",NULL,NULL,NULL,72,"CreDZO","Pop creation within extent of occurrence",31,"N'est pas applicable","Not applicable",30,"Non","No",30,"Non","No",2017,"0",2017,"0",24,"Suivi post","Monitoring post-interventions",30,30,NULL,42.08098,9.52497,"Del Salé, entre pointe SE des terrains du Cons. du litt. et la mer",NULL,"34",30,"Non","No",32,"Non probable","Unlikely","Because of the distance","Sandy littoral (bc-00-01-48)
Coastal dunes (bc-00-01-66)",34,"Oui","Yes",34,"Oui","Yes",NULL,NULL,NULL,"Public owner: Conservatoire du Littoral. Natura 2000 site.",NULL,NULL,NULL,34,"Oui","Yes",NULL,NULL,NULL,34,"Oui","Yes","Two different origins in bc-00-01-66 (100 seeds + 45 juvenile plants). In fact both are from Favona : Favona nord for seeds and Favona nord for young plants (bc-00-02-36).",30,"Non","No",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,"Oui","Yes",63,"Moyennement détaillés","Moderately detailed",30,"Non","No",2,"145",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"bc-00-01-66: Feral animals (e.g. boars, ants, etc.) ; unexpected storms.",4,"Bruno","Colas","2018-12-20 15:57:00","2021-01-06 17:25:00","0101000020E610000022C32ADEC80C2340A6D0798D5D0A4540",False
468,"Anthbarb-001","France",125,"Plantae","Anthyllis","Anthyllis barba-jovis","---",NULL,NULL,4,"Interrogation","Inquiry","false",2018,2004,NULL,"Parcelle n°2 dans aa-00-00-52 et autres",20,"Axé sur l'atténuation ","Mitigation-driven",NULL,NULL,NULL,30,"Non","No","Opérations de cicatrisation des milieux.","Piétinnement, Développement touristique, Constructions résidentielles => Isolement des populations.",NULL,NULL,NULL,72,"CreDZO","Pop creation within extent of occurrence",31,"N'est pas applicable","Not applicable",30,"Non","No",30,"Non","No",1995,"0",1998,"0",25,"Post-interventions inconnues","Unknown post-interventions",30,34,"cm-00-00-28 : ""Introduction""",43.171134,6.478023,"Forêt domaniale de la Môle, parcelle 2",NULL,NULL,34,"Oui","Yes",33,"Probable","Likely",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,"National","National",34,"Oui","Yes",NULL,NULL,NULL,30,"Non","No",NULL,34,"Oui","Yes",NULL,30,"Non","No",30,"Non","No",30,"Non","No",NULL,41,"Aucun","None",34,"Oui","Yes",63,"Moyennement détaillés","Moderately detailed",46,"Années","Years",3,NULL,"Préparation par léger griffage du sol.
Les individus plantés en 1997 ont subi un changement de stade.
Pour le semis de 1998, un dispositif anti-rongeurs a été mis en place.",8,34,"Oui","Yes",34,"Oui","Yes",34,"Oui","Yes",30,"Non","No",NULL,NULL,NULL,"Nombre de plantes végétatives ou en fleur/fruits sur les placettes de bulbes",34,"Oui","Yes",NULL,NULL,NULL,NULL,NULL,NULL,34,"Oui","Yes",34,"Oui","Yes",NULL,NULL,50,"Positif","Positive",50,"Positif","Positive",50,"Positif","Positive",50,"Positif","Positive",NULL,4,"Bruno","Colas","2018-07-05 19:20:00","2020-05-27 16:29:00","0101000020E610000078F17EDC7EE91940E99D0AB8E7954540",False
816,"Tuliagen-001","France",261,"Plantae","Tulipa","Tulipa agenensis","---",NULL,NULL,4,"Interrogation","Inquiry","false",2020,2017,NULL,NULL,19,"Axé sur la conservation","Conservation-driven",NULL,NULL,NULL,34,"Oui","Yes","Sauvetage des populations impactées par les travaux de la ZAC ""Puis de Roulle""",NULL,67,"Réintroduction","Reintroduction",72,"CreDZO","Pop creation within extent of occurrence",NULL,NULL,NULL,30,"Non","No",30,"Non","No",2015,"0",2016,"0",24,"Suivi post","Monitoring post-interventions",30,34,NULL,43.87,4.4,"Domaine d'Escattes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,"Non","No",30,"Non","No",30,"Non","No",NULL,9,"National","National",30,"Non","No",39,"Nature","Nature",30,"Non","No",NULL,NULL,NULL,NULL,NULL,30,"Non","No",30,"Non","No",30,"Non","No",NULL,NULL,NULL,NULL,30,"Non","No",62,"Assez détaillés","Fairly detailed",46,"Années","Years",2,"783",NULL,NULL,34,"Oui","Yes",34,"Oui","Yes",34,"Oui","Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,"Bruno","Colas","2018-08-29 21:55:00","2020-10-07 09:17:00","0101000020E61000009A999999999911408FC2F5285CEF4540",False
1065,"Basslani-003","France",139,"Plantae","Bassia","Bassia laniflora","---",NULL,NULL,4,"Interrogation","Inquiry","false",2019,2010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,"Renforcement","Reinforcement",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,"0",NULL,NULL,25,"Post-interventions inconnues","Unknown post-interventions",NULL,NULL,NULL,NULL,NULL,"Espace Naturel Sensible Méandre-des-Oves, Réserve Naturelle de l'Ile-de-la-Platière",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,"Régional","Regional",30,"Non","No",NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,"Oui","Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41,"Aucun","None",30,"Non","No",63,"Moyennement détaillés","Moderately detailed",30,"Non","No",1,"3000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,"Anaël","Mayeur","2019-02-19 15:46:00","2022-09-05 10:29:00",NULL,False
515,"Zostmari-018","France",137,"Plantae","Zostera","Zostera marina","---",NULL,NULL,4,"Interrogation","Inquiry","false",2016,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,"Réintroduction","Reintroduction",71,"Réintroduction","Reintroduction",NULL,NULL,NULL,30,"Non","No",30,"Non","No",2016,NULL,NULL,NULL,24,"Suivi post","Monitoring post-interventions",30,30,NULL,43.51,3.886,"Etang de la Sarrazine",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,"Bruno","Colas","2018-07-10 14:57:00","2018-07-10 14:59:00","0101000020E61000004A0C022B87160F40E17A14AE47C14540",NULL
222,"Anchcris-006","France",27,"Plantae","Anchusa","Anchusa crispa","---",NULL,NULL,5,"Citation","Citation","true",2020,2011,"CBN Corse, CBN Pq",NULL,20,"Axé sur l'atténuation ","Mitigation-driven",NULL,"SO","SO",30,"Non","No",NULL,NULL,NULL,NULL,NULL,72,"CreDZO","Pop creation within extent of occurrence",31,"N'est pas applicable","Not applicable",30,"Non","No",30,"Non","No",1995,"0",1996,"0",26,"Arrêté","Stopped",34,30,NULL,41.708376,9.401116,"Fautea, terrain du Conservatoire du littoral, extrémité nord de la dune de Fautea",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,"Oui","Yes",NULL,NULL,NULL,34,"Oui","Yes","Plage de Favone + plage de Canella (bc-00-02-29 + bc-00-02-33)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,"Oui","Yes",NULL,NULL,NULL,46,"Années","Years",2,"100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"bc-00-00-90 : ""espèce a disparu [...] sans qu'aucune régénaration naturelle ne se soit maintenue""",51,"Négatif","Negative",52,"Non exprimé","Not expressed",31,"N'est pas applicable","Not applicable",31,"N'est pas applicable","Not applicable",NULL,4,"Bruno","Colas","2018-04-30 12:51:00","2021-01-06 20:32:00","0101000020E6100000FFCD8B135FCD2240BAA29410ACDA4440",False
1354,"Saxihirc-006","France",357,"Plantae","Saxifraga","Saxifraga hirculus","---",NULL,NULL,4,"Interrogation","Inquiry",NULL,2020,NULL,"CBN-FC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,"Réintroduction","Reintroduction",31,"N'est pas applicable","Not applicable",30,"Non","No",30,"Non","No",2018,"0",2019,"0",24,"Suivi post","Monitoring post-interventions",34,30,NULL,46.71055,6.162219,"Lac du Trouillot",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,"Bruno","Colas","2020-10-20 16:18:00","2020-10-21 14:46:00","0101000020E6100000C828CFBC1CA618401E166A4DF35A4740",False
1353,"Saxihirc-005","France",357,"Plantae","Saxifraga","Saxifraga hirculus","---",NULL,NULL,4,"Interrogation","Inquiry",NULL,2020,NULL,"CBN-FC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,"CreDZO","Pop creation within extent of occurrence",31,"N'est pas applicable","Not applicable",30,"Non","No",30,"Non","No",2018,"0",2019,"0",24,"Suivi post","Monitoring post-interventions",34,30,NULL,46.83457,6.294687,"Lac et tourbière de Malpas, les Prés Partot et Bief Belin",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,"Bruno","Colas","2020-10-20 15:44:00","2020-10-21 14:44:00","0101000020E6100000B439CE6DC22D1940821C9430D36A4740",False
1020,"Gladpalu-002","France",359,"Plantae","Gladiolus","Gladiolus palustris","---",NULL,NULL,4,"Interrogation","Inquiry","false",2019,2015,NULL,"Site : Margencel, Primbois",20,"Axé sur l'atténuation ","Mitigation-driven",NULL,"1992",NULL,30,"Non","No","Depuis 1999, ASTERS et le CBNA collaborent dans le cadre d’un programme de conservation du Glaïeul des marais.",NULL,NULL,NULL,NULL,71,"Réintroduction","Reintroduction",NULL,NULL,NULL,30,"Non","No",30,"Non","No",2006,"0",NULL,NULL,25,"Post-interventions inconnues","Unknown post-interventions",34,30,NULL,46.324188,6.42814,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"prairies à molinie sur calcaire",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,"National","National",30,"Non","No",39,"Nature","Nature",30,"Non","No",NULL,34,"Oui","Yes","1 an",34,"Oui","Yes",30,"Non","No",34,"Oui","Yes",NULL,41,"Aucun","None",30,"Non","No",62,"Assez détaillés","Fairly detailed",30,"Non","No",1,"100",NULL,NULL,34,"Oui","Yes",34,"Oui","Yes",34,"Oui","Yes",34,"Oui","Yes",30,"Non","No",NULL,34,"Oui","Yes",34,"Oui","Yes",34,"Oui","Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,"Anaël","Mayeur","2019-02-19 14:52:00","2020-04-09 15:23:00","0101000020E6100000117008556AB61940B9E00CFE7E294740",False
927,"Cytivill-002","France",291,"Plantae","Cytisus","Cytisus villosus","---",NULL,NULL,4,"Interrogation","Inquiry","false",2018,1996,NULL,"Parcelle n°3",20,"Axé sur l'atténuation ","Mitigation-driven",NULL,NULL,NULL,30,"Non","No","Opérations de cicatrisation des milieux.","Piétinnement, Développement touristique, Constructions résidentielles => Isolement des populations.",67,"Réintroduction","Reintroduction",72,"CreDZO","Pop creation within extent of occurrence",NULL,NULL,NULL,30,"Non","No",30,"Non","No",1995,"0",NULL,NULL,NULL,NULL,NULL,30,34,NULL,43.17446,6.484958,"Forêt domaniale de la Môle, parcelle 3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,"Régional","Regional",30,"Non","No",39,"Nature","Nature",30,"Non","No",NULL,34,"Oui","Yes","1",30,"Non","No",30,"Non","No",30,"Non","No",NULL,41,"Aucun","None",30,"Non","No",64,"Peu détaillés","Briefly detailed",30,"Non","No",1,NULL,"Préparation par léger griffage du sol.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,"Anaël","Mayeur","2018-12-05 11:41:00","2020-10-02 14:25:00","0101000020E6100000F9BB77D498F01940E73A8DB454964540",False
893,"Anthbarb-002","France",125,"Plantae","Anthyllis","Anthyllis barba-jovis","---",NULL,NULL,4,"Interrogation","Inquiry","false",2018,2004,NULL,"Le Dramont à St-Raphaël",20,"Axé sur l'atténuation ","Mitigation-driven","Lutte contre l'envahissement par le mimosa.",NULL,NULL,30,"Non","No","Opérations de cicatrisation du milieu (sentiers surnuméraires).",NULL,66,"Renforcement","Reinforcement",70,"Renforcement","Reinforcement",NULL,NULL,NULL,30,"Non","No",30,"Non","No",1997,"0",NULL,NULL,25,"Post-interventions inconnues","Unknown post-interventions",30,34,NULL,NULL,NULL,"Le Dramont : les coordonnées de la localité correspondent à celle de la localité, non du centroïde de la commune.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,"Non","No",30,"Non","No",30,"Non","No",NULL,9,"National","National",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,"Anaël","Mayeur","2018-11-28 10:37:00","2020-10-08 12:10:00",NULL,False
925,"Anthbarb-005","France",125,"Plantae","Anthyllis","Anthyllis barba-jovis","---",NULL,NULL,4,"Interrogation","Inquiry","false",2018,1997,NULL,"Parcelle n°5 dans aa-00-00-52 et autres",20,"Axé sur l'atténuation ","Mitigation-driven",NULL,NULL,NULL,30,"Non","No","Opérations de cicatrisation des milieux.","Piétinnement, Développement touristique, Constructions résidentielles => Isolement des populations.",67,"Réintroduction","Reintroduction",72,"CreDZO","Pop creation within extent of occurrence",NULL,NULL,NULL,30,"Non","No",30,"Non","No",1995,"0",NULL,NULL,25,"Post-interventions inconnues","Unknown post-interventions",30,34,NULL,43.181055,6.47352,"Forêt domaniale de la Môle, parcelle 5",NULL,NULL,34,"Oui","Yes",33,"Probable","Likely",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,"National","National",30,"Non","No",39,"Nature","Nature",30,"Non","No",NULL,34,"Oui","Yes",NULL,30,"Non","No",30,"Non","No",30,"Non","No",NULL,41,"Aucun","None",30,"Non","No",64,"Peu détaillés","Briefly detailed",30,"Non","No",NULL,NULL,"Préparation par léger griffage du sol.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,"Anaël","Mayeur","2018-12-04 10:46:00","2020-10-02 14:23:00","0101000020E6100000F701486DE2E419407EE36BCF2C974540",False
